03:02:07.489194 IP 172.16.167.139 > 171.16.167.136: ICMP echo request, id 4908, seq 0, length 8
03:02:10.107298 IP 172.16.167.139.48430 > 171.16.167.136.7200: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.107489 IP 172.16.167.139.48430 > 171.16.167.136.30000: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.107540 IP 172.16.167.139.48430 > 171.16.167.136.8085: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.107574 IP 172.16.167.139.48430 > 171.16.167.136.7921: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.107607 IP 172.16.167.139.48430 > 171.16.167.136.9050: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.107638 IP 172.16.167.139.48430 > 171.16.167.136.7625: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.109720 IP 172.16.167.139.48430 > 171.16.167.136.3006: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.109788 IP 172.16.167.139.48430 > 171.16.167.136.10012: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.109831 IP 172.16.167.139.48430 > 171.16.167.136.9998: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.109887 IP 172.16.167.139.48430 > 171.16.167.136.3261: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.109927 IP 172.16.167.139.48430 > 171.16.167.136.44443: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.109966 IP 172.16.167.139.48430 > 171.16.167.136.1594: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110005 IP 172.16.167.139.48430 > 171.16.167.136.27353: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110060 IP 172.16.167.139.48430 > 171.16.167.136.1067: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110100 IP 172.16.167.139.48430 > 171.16.167.136.8994: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110140 IP 172.16.167.139.48430 > 171.16.167.136.1149: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110195 IP 172.16.167.139.48430 > 171.16.167.136.1026: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110217 IP 172.16.167.139.48430 > 171.16.167.136.1077: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110307 IP 172.16.167.139.48430 > 171.16.167.136.52869: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110351 IP 172.16.167.139.48430 > 171.16.167.136.4443: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110406 IP 172.16.167.139.48430 > 171.16.167.136.301: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110446 IP 172.16.167.139.48430 > 171.16.167.136.5862: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110488 IP 172.16.167.139.48430 > 171.16.167.136.9999: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110528 IP 172.16.167.139.48430 > 171.16.167.136.omirr: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110558 IP 172.16.167.139.48430 > 171.16.167.136.3809: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110664 IP 172.16.167.139.48430 > 171.16.167.136.1090: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110732 IP 172.16.167.139.48430 > 171.16.167.136.bacula-dir: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110774 IP 172.16.167.139.48430 > 171.16.167.136.1108: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110860 IP 172.16.167.139.48430 > 171.16.167.136.gopher: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110910 IP 172.16.167.139.48430 > 171.16.167.136.20005: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110958 IP 172.16.167.139.48430 > 171.16.167.136.3283: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.110999 IP 172.16.167.139.48430 > 171.16.167.136.printer: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.111022 IP 172.16.167.139.48430 > 171.16.167.136.3814: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.111044 IP 172.16.167.139.48430 > 171.16.167.136.57797: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.111066 IP 172.16.167.139.48430 > 171.16.167.136.1104: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.111089 IP 172.16.167.139.48430 > 171.16.167.136.2030: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.111112 IP 172.16.167.139.48430 > 171.16.167.136.2045: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.111134 IP 172.16.167.139.48430 > 171.16.167.136.5054: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.111159 IP 172.16.167.139.48430 > 171.16.167.136.8701: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.111182 IP 172.16.167.139.48430 > 171.16.167.136.20000: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.111204 IP 172.16.167.139.48430 > 171.16.167.136.2381: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.111226 IP 172.16.167.139.48430 > 171.16.167.136.16113: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113240 IP 172.16.167.139.48430 > 171.16.167.136.x11-1: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113300 IP 172.16.167.139.48430 > 171.16.167.136.moira-update: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113338 IP 172.16.167.139.48430 > 171.16.167.136.1096: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113390 IP 172.16.167.139.48430 > 171.16.167.136.5961: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113427 IP 172.16.167.139.48430 > 171.16.167.136.720: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113466 IP 172.16.167.139.48430 > 171.16.167.136.3527: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113516 IP 172.16.167.139.48430 > 171.16.167.136.90: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113551 IP 172.16.167.139.48430 > 171.16.167.136.8873: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113587 IP 172.16.167.139.48430 > 171.16.167.136.3826: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113623 IP 172.16.167.139.48430 > 171.16.167.136.19101: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113658 IP 172.16.167.139.48430 > 171.16.167.136.5405: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113693 IP 172.16.167.139.48430 > 171.16.167.136.10025: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113742 IP 172.16.167.139.48430 > 171.16.167.136.30951: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113777 IP 172.16.167.139.48430 > 171.16.167.136.51493: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113812 IP 172.16.167.139.48430 > 171.16.167.136.isisd: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113847 IP 172.16.167.139.48430 > 171.16.167.136.5859: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113898 IP 172.16.167.139.48430 > 171.16.167.136.5214: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113919 IP 172.16.167.139.48430 > 171.16.167.136.7911: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113953 IP 172.16.167.139.48430 > 171.16.167.136.8652: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.113988 IP 172.16.167.139.48430 > 171.16.167.136.60443: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.114008 IP 172.16.167.139.48430 > 171.16.167.136.54045: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.114028 IP 172.16.167.139.48430 > 171.16.167.136.3001: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.114047 IP 172.16.167.139.48430 > 171.16.167.136.1296: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.114067 IP 172.16.167.139.48430 > 171.16.167.136.nameserver: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.114086 IP 172.16.167.139.48430 > 171.16.167.136.font-service: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.204951 IP 172.16.167.139.48431 > 171.16.167.136.2909: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.205072 IP 172.16.167.139.48431 > 171.16.167.136.17988: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.205111 IP 172.16.167.139.48431 > 171.16.167.136.62078: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.205145 IP 172.16.167.139.48431 > 171.16.167.136.15004: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.205177 IP 172.16.167.139.48431 > 171.16.167.136.2399: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.205313 IP 172.16.167.139.48430 > 171.16.167.136.1117: Flags [S], seq 2039246345, win 1024, options [mss 1460], length 0
03:02:10.207720 IP 172.16.167.139.48431 > 171.16.167.136.7625: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.207818 IP 172.16.167.139.48431 > 171.16.167.136.9050: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.207857 IP 172.16.167.139.48431 > 171.16.167.136.7921: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.207918 IP 172.16.167.139.48431 > 171.16.167.136.8085: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.207953 IP 172.16.167.139.48431 > 171.16.167.136.30000: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.208012 IP 172.16.167.139.48431 > 171.16.167.136.7200: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.208047 IP 172.16.167.139.48431 > 171.16.167.136.6389: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.208179 IP 172.16.167.139.48431 > 171.16.167.136.3905: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210409 IP 172.16.167.139.48431 > 171.16.167.136.3809: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210478 IP 172.16.167.139.48431 > 171.16.167.136.omirr: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210505 IP 172.16.167.139.48431 > 171.16.167.136.9999: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210546 IP 172.16.167.139.48431 > 171.16.167.136.5862: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210576 IP 172.16.167.139.48431 > 171.16.167.136.301: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210617 IP 172.16.167.139.48431 > 171.16.167.136.4443: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210641 IP 172.16.167.139.48431 > 171.16.167.136.52869: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210681 IP 172.16.167.139.48431 > 171.16.167.136.1077: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210705 IP 172.16.167.139.48431 > 171.16.167.136.1026: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210747 IP 172.16.167.139.48431 > 171.16.167.136.1149: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210770 IP 172.16.167.139.48431 > 171.16.167.136.8994: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210811 IP 172.16.167.139.48431 > 171.16.167.136.1067: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210834 IP 172.16.167.139.48431 > 171.16.167.136.27353: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210875 IP 172.16.167.139.48431 > 171.16.167.136.1594: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210898 IP 172.16.167.139.48431 > 171.16.167.136.44443: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.210971 IP 172.16.167.139.48431 > 171.16.167.136.3261: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.211018 IP 172.16.167.139.48431 > 171.16.167.136.9998: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.211047 IP 172.16.167.139.48431 > 171.16.167.136.10012: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.211073 IP 172.16.167.139.48431 > 171.16.167.136.3006: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213293 IP 172.16.167.139.48431 > 171.16.167.136.x11-1: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213357 IP 172.16.167.139.48431 > 171.16.167.136.16113: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213381 IP 172.16.167.139.48431 > 171.16.167.136.2381: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213418 IP 172.16.167.139.48431 > 171.16.167.136.20000: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213439 IP 172.16.167.139.48431 > 171.16.167.136.8701: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213459 IP 172.16.167.139.48431 > 171.16.167.136.5054: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213511 IP 172.16.167.139.48431 > 171.16.167.136.2045: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213533 IP 172.16.167.139.48431 > 171.16.167.136.2030: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213552 IP 172.16.167.139.48431 > 171.16.167.136.1104: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213589 IP 172.16.167.139.48431 > 171.16.167.136.57797: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213610 IP 172.16.167.139.48431 > 171.16.167.136.3814: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213646 IP 172.16.167.139.48431 > 171.16.167.136.printer: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213667 IP 172.16.167.139.48431 > 171.16.167.136.3283: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213702 IP 172.16.167.139.48431 > 171.16.167.136.20005: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213723 IP 172.16.167.139.48431 > 171.16.167.136.gopher: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213775 IP 172.16.167.139.48431 > 171.16.167.136.1108: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213798 IP 172.16.167.139.48431 > 171.16.167.136.bacula-dir: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.213865 IP 172.16.167.139.48431 > 171.16.167.136.1090: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216187 IP 172.16.167.139.48431 > 171.16.167.136.font-service: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216239 IP 172.16.167.139.48431 > 171.16.167.136.nameserver: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216260 IP 172.16.167.139.48431 > 171.16.167.136.1296: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216293 IP 172.16.167.139.48431 > 171.16.167.136.3001: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216312 IP 172.16.167.139.48431 > 171.16.167.136.54045: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216364 IP 172.16.167.139.48431 > 171.16.167.136.60443: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216388 IP 172.16.167.139.48431 > 171.16.167.136.8652: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216450 IP 172.16.167.139.48431 > 171.16.167.136.7911: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216477 IP 172.16.167.139.48431 > 171.16.167.136.5214: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216511 IP 172.16.167.139.48431 > 171.16.167.136.5859: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216530 IP 172.16.167.139.48431 > 171.16.167.136.isisd: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216563 IP 172.16.167.139.48431 > 171.16.167.136.51493: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216581 IP 172.16.167.139.48431 > 171.16.167.136.30951: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216614 IP 172.16.167.139.48431 > 171.16.167.136.10025: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216632 IP 172.16.167.139.48431 > 171.16.167.136.5405: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216677 IP 172.16.167.139.48431 > 171.16.167.136.19101: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216696 IP 172.16.167.139.48431 > 171.16.167.136.3826: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216754 IP 172.16.167.139.48431 > 171.16.167.136.8873: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216780 IP 172.16.167.139.48431 > 171.16.167.136.90: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216825 IP 172.16.167.139.48431 > 171.16.167.136.3527: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216846 IP 172.16.167.139.48431 > 171.16.167.136.720: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216896 IP 172.16.167.139.48431 > 171.16.167.136.5961: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216922 IP 172.16.167.139.48431 > 171.16.167.136.1096: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
03:02:10.216979 IP 172.16.167.139.48431 > 171.16.167.136.moira-update: Flags [S], seq 2039311880, win 1024, options [mss 1460], length 0
