17:54:11.734536 ARP, Request who-has 192.168.10.133 (Broadcast) tell 192.168.10.134, length 46
17:54:11.734781 ARP, Reply 192.168.10.133 is-at 00:0c:29:c5:fb:e2 (oui Unknown), length 46
17:54:11.936132 IP 192.168.10.134.56282 > 192.168.10.2.domain: 60827+ PTR? 133.10.168.192.in-addr.arpa. (45)
17:54:11.937951 IP 192.168.10.2.domain > 192.168.10.134.56282: 60827 NXDomain 0/1/0 (95)
17:54:11.939360 IP 192.168.10.134.61339 > 192.168.10.133.1723: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.247981 IP 192.168.10.134.61340 > 192.168.10.133.1071: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.248046 IP 192.168.10.134.61340 > 192.168.10.133.kpasswd: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.248133 IP 192.168.10.134.61340 > 192.168.10.133.5087: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.248255 IP 192.168.10.134.61340 > 192.168.10.133.1053: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.248327 IP 192.168.10.134.61340 > 192.168.10.133.1067: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.248392 IP 192.168.10.134.61340 > 192.168.10.133.2043: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.248489 IP 192.168.10.134.61340 > 192.168.10.133.9110: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.248629 IP 192.168.10.134.61340 > 192.168.10.133.4567: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.248667 IP 192.168.10.134.61340 > 192.168.10.133.31337: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.248736 IP 192.168.10.134.61340 > 192.168.10.133.3: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.248773 IP 192.168.10.134.61340 > 192.168.10.133.4998: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.248811 IP 192.168.10.134.61340 > 192.168.10.133.3801: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.248886 IP 192.168.10.133.617 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.248975 IP 192.168.10.133.omniorb > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249046 IP 192.168.10.133.8383 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249111 IP 192.168.10.133.1092 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249175 IP 192.168.10.133.1717 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249212 IP 192.168.10.133.ripd > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249276 IP 192.168.10.133.1123 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249341 IP 192.168.10.133.afpovertcp > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249405 IP 192.168.10.133.1089 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249620 IP 192.168.10.133.1310 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249695 IP 192.168.10.133.2034 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249760 IP 192.168.10.133.1068 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249798 IP 192.168.10.133.2191 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249863 IP 192.168.10.133.5214 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249900 IP 192.168.10.133.1071 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249937 IP 192.168.10.133.kpasswd > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.249979 IP 192.168.10.133.5087 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.250017 IP 192.168.10.133.1053 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.250059 IP 192.168.10.133.1067 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.250097 IP 192.168.10.133.2043 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.250133 IP 192.168.10.133.9110 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.250170 IP 192.168.10.133.4567 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.250230 IP 192.168.10.133.31337 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.250268 IP 192.168.10.133.3 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.250304 IP 192.168.10.133.4998 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.250341 IP 192.168.10.133.3801 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.252126 IP 192.168.10.134.61340 > 192.168.10.133.nrpe: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.252362 IP 192.168.10.134.61340 > 192.168.10.133.8181: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.252479 IP 192.168.10.134.61340 > 192.168.10.133.1037: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.252541 IP 192.168.10.134.61340 > 192.168.10.133.6567: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.252596 IP 192.168.10.134.61340 > 192.168.10.133.83: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.252656 IP 192.168.10.134.61340 > 192.168.10.133.49159: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.252799 IP 192.168.10.133.nrpe > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.252853 IP 192.168.10.133.8181 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.252940 IP 192.168.10.133.1037 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.253027 IP 192.168.10.133.6567 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.253220 IP 192.168.10.133.83 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.253276 IP 192.168.10.133.49159 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.344533 IP 192.168.10.134.61339 > 192.168.10.133.1864: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.344848 IP 192.168.10.133.1864 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.350439 IP 192.168.10.134.61339 > 192.168.10.133.81: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.350711 IP 192.168.10.133.81 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.356462 IP 192.168.10.134.61339 > 192.168.10.133.1187: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.356751 IP 192.168.10.133.1187 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.362551 IP 192.168.10.134.61339 > 192.168.10.133.3283: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.362831 IP 192.168.10.133.3283 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.368368 IP 192.168.10.134.61339 > 192.168.10.133.1083: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.368612 IP 192.168.10.133.1083 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.373435 IP 192.168.10.134.61339 > 192.168.10.133.3128: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.373643 IP 192.168.10.133.3128 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.378598 IP 192.168.10.134.61339 > 192.168.10.133.1077: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.378820 IP 192.168.10.133.1077 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.384715 IP 192.168.10.134.61339 > 192.168.10.133.10566: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.385028 IP 192.168.10.133.10566 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.390637 IP 192.168.10.134.61339 > 192.168.10.133.5910: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.390836 IP 192.168.10.133.5910 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.396683 IP 192.168.10.134.61339 > 192.168.10.133.3546: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.396897 IP 192.168.10.133.3546 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.402590 IP 192.168.10.134.61339 > 192.168.10.133.24800: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.402774 IP 192.168.10.133.24800 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.407861 IP 192.168.10.134.61339 > 192.168.10.133.1096: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.408155 IP 192.168.10.133.1096 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.413885 IP 192.168.10.134.61339 > 192.168.10.133.25735: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.414140 IP 192.168.10.133.25735 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.419965 IP 192.168.10.134.61339 > 192.168.10.133.19350: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.420231 IP 192.168.10.133.19350 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.425863 IP 192.168.10.134.61339 > 192.168.10.133.1311: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.426096 IP 192.168.10.133.1311 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.430914 IP 192.168.10.134.61339 > 192.168.10.133.32774: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.431096 IP 192.168.10.133.32774 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.436952 IP 192.168.10.134.61339 > 192.168.10.133.44176: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.437144 IP 192.168.10.133.44176 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.442943 IP 192.168.10.134.61339 > 192.168.10.133.1050: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.443151 IP 192.168.10.133.1050 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.449052 IP 192.168.10.134.61340 > 192.168.10.133.1864: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.449241 IP 192.168.10.133.1864 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.455067 IP 192.168.10.134.61340 > 192.168.10.133.81: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.455280 IP 192.168.10.133.81 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.460287 IP 192.168.10.134.61340 > 192.168.10.133.1187: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.460553 IP 192.168.10.133.1187 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.465529 IP 192.168.10.134.61340 > 192.168.10.133.3283: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.465804 IP 192.168.10.133.3283 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.471691 IP 192.168.10.134.61340 > 192.168.10.133.1083: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.472089 IP 192.168.10.133.1083 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.477784 IP 192.168.10.134.61340 > 192.168.10.133.3128: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.478222 IP 192.168.10.133.3128 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.483575 IP 192.168.10.134.61340 > 192.168.10.133.1077: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.483964 IP 192.168.10.133.1077 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.489759 IP 192.168.10.134.61340 > 192.168.10.133.10566: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.490236 IP 192.168.10.133.10566 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.495771 IP 192.168.10.134.61340 > 192.168.10.133.5910: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.496247 IP 192.168.10.133.5910 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.501627 IP 192.168.10.134.61340 > 192.168.10.133.3546: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.502035 IP 192.168.10.133.3546 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.507787 IP 192.168.10.134.61340 > 192.168.10.133.24800: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.508213 IP 192.168.10.133.24800 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.513794 IP 192.168.10.134.61340 > 192.168.10.133.1096: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.514222 IP 192.168.10.133.1096 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.519719 IP 192.168.10.134.61340 > 192.168.10.133.25735: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.520119 IP 192.168.10.133.25735 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.525732 IP 192.168.10.134.61340 > 192.168.10.133.19350: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.526092 IP 192.168.10.133.19350 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.531726 IP 192.168.10.134.61340 > 192.168.10.133.32774: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.532057 IP 192.168.10.133.32774 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.542933 IP 192.168.10.134.61339 > 192.168.10.133.1165: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.543366 IP 192.168.10.133.1165 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.553801 IP 192.168.10.134.61339 > 192.168.10.133.rfe: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.554177 IP 192.168.10.133.rfe > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.565598 IP 192.168.10.134.61339 > 192.168.10.133.5877: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.566537 IP 192.168.10.133.5877 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.574972 IP 192.168.10.134.61339 > 192.168.10.133.5960: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.575366 IP 192.168.10.133.5960 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.585856 IP 192.168.10.134.61339 > 192.168.10.133.425: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.586572 IP 192.168.10.133.425 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.596789 IP 192.168.10.134.61339 > 192.168.10.133.687: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.596978 IP 192.168.10.133.687 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.607805 IP 192.168.10.134.61339 > 192.168.10.133.49160: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.608035 IP 192.168.10.133.49160 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.618859 IP 192.168.10.134.61339 > 192.168.10.133.kx: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.619089 IP 192.168.10.133.kx > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.629781 IP 192.168.10.134.61339 > 192.168.10.133.7921: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.629928 IP 192.168.10.133.7921 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.640852 IP 192.168.10.134.61339 > 192.168.10.133.9878: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.641081 IP 192.168.10.133.9878 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.651865 IP 192.168.10.134.61340 > 192.168.10.133.1165: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.652032 IP 192.168.10.133.1165 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.662893 IP 192.168.10.134.61340 > 192.168.10.133.rfe: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.663031 IP 192.168.10.133.rfe > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.673867 IP 192.168.10.134.61340 > 192.168.10.133.5877: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.674010 IP 192.168.10.133.5877 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.684928 IP 192.168.10.134.61340 > 192.168.10.133.5960: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.685086 IP 192.168.10.133.5960 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.695944 IP 192.168.10.134.61340 > 192.168.10.133.425: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.696088 IP 192.168.10.133.425 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.707033 IP 192.168.10.134.61340 > 192.168.10.133.687: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.707197 IP 192.168.10.133.687 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.718177 IP 192.168.10.134.61340 > 192.168.10.133.49160: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.718304 IP 192.168.10.133.49160 > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.729107 IP 192.168.10.134.61340 > 192.168.10.133.kx: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
17:54:13.729258 IP 192.168.10.133.kx > 192.168.10.134.61340: Flags [R.], seq 0, ack 828718496, win 0, length 0
17:54:13.740202 IP 192.168.10.134.61339 > 192.168.10.133.64623: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.740365 IP 192.168.10.133.64623 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.751085 IP 192.168.10.134.61339 > 192.168.10.133.7741: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.751237 IP 192.168.10.133.7741 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.762154 IP 192.168.10.134.61339 > 192.168.10.133.8222: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.762295 IP 192.168.10.133.8222 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.773207 IP 192.168.10.134.61339 > 192.168.10.133.99: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.773380 IP 192.168.10.133.99 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.784153 IP 192.168.10.134.61339 > 192.168.10.133.2500: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.784297 IP 192.168.10.133.2500 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.795200 IP 192.168.10.134.61339 > 192.168.10.133.8082: Flags [S], seq 828652958, win 1024, options [mss 1460], length 0
17:54:13.795359 IP 192.168.10.133.8082 > 192.168.10.134.61339: Flags [R.], seq 0, ack 828652959, win 0, length 0
17:54:13.840381 IP 192.168.10.134.61340 > 192.168.10.133.64623: Flags [S], seq 828718495, win 1024, options [mss 1460], length 0
